COD_AJ_APUR;"DESCRICAO";INICIO;FIM
GO100006;"ICMS devido por Substituição Tributária decorrente da solidariedade do contribuinte goiano que adquirir mercadoria cujo imposto não tenha sido retido, e que seja signatário de TARE para apuração e pagto. por período. RCTE - Art. 77 e Art. 35 do Anexo VIII";2014-03-01;2014-05-31
GO100007;"Débito correspondente a repasses de outras UFs, consoante sistemática do Conv. ICMS 199/2022 Cláusula 16ª.";2023-05-01;
GO109999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS-ST";2009-01-01;
GO110001;"Cr. Referente a dedução de ICMS por repasses a outras UF efetuados por outro estabelecimento do sujeito passivo - Conv. ICMS 110/07, Cláusula 22ª, § 6º e Art. 61-D, § 6º, Anexo VIII do RCTE";2009-01-01;
GO119999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS-ST.";2009-01-01;
GO120001;"Cr. Referente a dedução de ICMS Subst. Tributária por repasses efetuados à outras UF - Conv. ICMS 110/07, Cláusula 22ª, III e Art. 61-D, § 1º, Anexo VIII do RCTE";2009-01-01;
GO120002;"Ressarcimento de ICMS concedido à distribuidoras - Conv. ICMS 110/07, Cláusula 18ª, § 3º, II e Arts. 45, II; 46, II, “e”; 47 e 61-A, § 3º, II, Anexo VIII do RCTE";2009-01-01;
GO120003;"Cr. Referente a dedução de ICMS por repasses a outras UF efetuados por outro estabelecimento do sujeito passivo - Conv. ICMS 110/07, Cláusula 22ª, § 6º e Art. 61-D, § 6º, Anexo VIII do RCTE";2009-01-01;
GO120004;"Cr. relativo ao adicional de 2% na alíquota do ICMS, na operação ou a prestação sujeitas ao regime de substituição de tributária. PROTEGE. - CTE - Art. 27, §5º e Art. 7º - IN 784/06";2009-01-01;2014-11-30
GO120005;"Crédito presumido – produto agrícola (substituto localizado em outra UF), desde que o produtor substituído tenha direito ao referido crédito presumido. - RCTE, Art. 64, V, “b”, c/c Art. 15, IN 673/04.";2012-12-01;
GO120006;"Crédito presumido – prestação de serviço de transporte (substituto localizado em outra UF), desde que o transportador substituído tenha direito ao referido crédito presumido. - RCTE, Art. 64, I.";2012-12-01;
GO120007;"Utilização do saldo credor acumulado por 3 meses consecutivos, no mínimo, em função da sistemática do regime da subst. tributária p/ compensar c/ ICMS ST cuja responsab. pela apuração e pgto. é do próprio adq. RCTE – Art. 49, § 1º, I, “b” – Anexo VIII";2009-01-01;2011-12-31
GO120007;"Utilização do saldo credor acumulado por 3 meses consecutivos, no mínimo, em função da sistemática do regime da subst. tributária p/ compensar c/ ICMS ST cuja responsab. pela apuração e pgto. é do próprio adq. RCTE – Art. 49, § 1º, I, “b” – Anexo VIII";2012-01-01;
GO120008;"Utilização do saldo credor do imposto em decorrência da aplicação dos incisos II, VI, IX e X do art. 45 do anexo VIII, para compensação do imposto devido por sub. tribut., na aq. interestadual de mercadoria da ST. RCTE – Art. 46, § 4º, I – Anexo VIII";2013-08-01;
GO120008;"Utilização do saldo credor do imposto em decorrência da aplicação dos incisos II, VI, IX e X do art. 45 do anexo VIII, para compensação do imposto devido por sub. tribut., na aq. interestadual de mercadoria da ST. RCTE – Art. 46, § 4º, I – Anexo VIII";2009-01-01;2013-07-31
GO120009;"Recebido em transferência, em operação interestadual, relativo ao saldo acumulado em decorrência da aplicação do credito outorgado no valor constante do documento denominado “Cheque Moradia”. – RCTE – Art. 11, XXVII, e § 5º, V, “a” – Anexo IX.";2014-01-01;
GO120010;"Crédito do imposto, para o contribuinte subst. tributário localizado em outro Estado, relativo à restituição de indébito tributário, sob a forma de aproveitamento de crédito, nos termos que dispuser ato do Secretário de Estado da Fazenda. RCTE – Art. 490";2016-01-01;
GO120011;"Crédito outorgado para o estabelecimento microcervejeiro, na saída interna com cerveja e chope artesanais produzidos pelo próprio estabelecimento. RCTE - Art. 11, LXX do Anexo IX";2017-04-01;
GO120012;"Crédito outorgado para o estabelecimento fabricante de água mineral, natural ou artificial, inclusive o estabelecido em outra unidade da federação quanto às operações destinadas a este Estado. RCTE - ART.11, LXXIII - ANEXO IX.";2017-02-01;
GO120013;"Ressarcimento de ICMS concedido ao produtor nas operações com B100, nos termos do Art. 262, §2º, II, “b” e art. 47, Anexo VIII, RCTE.";2022-01-01;
GO120014;"Crédito correspondente a repasses efetuados à outras UFs, consoante sistemática do Conv. ICMS 199/2022 Cláusula 16ª.";2023-05-01;
GO129999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS-ST";2009-01-01;
GO139999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS-ST";2009-01-01;
GO140001;"Ded. ICMS ST, cr.rRelativo ao valor adicional de 2% na alíquota de ICMS. PROTEGE. CTE - Art. 27, § 5º e Art. 6 - IN 784/06";2009-01-01;2014-11-30
GO140001;"Dedução do ICMS ST, relativo ao valor adicional de 2% na alíquota de ICMS. PROTEGE. -CTE - Art. 27, § 5º e Art. 7 - IN 784/06";2014-12-01;
GO140002;"Ded. ICMS ST, pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. Reg. 1200. IN 155/94, 841/07 (GSF) e posteriores";2017-04-01;
GO140002;"Ded. ICMS ST, pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. Reg. 1200. IN 768/06 - § 2º I e demais similares";2009-01-01;2017-03-31
GO140003;"Ded. ICMS ST, ind. alcooleiro s/ cr. out. ao ind. alcooleiro do FOM/PROD, na oper. com álcool etílico anidro combustível. Reg. 1210 RCTE - Art. 11 XXVI - Anexo IX";2009-01-01;2024-11-30
GO140003;"Ded. ICMS-ST, FOMENTAR/PRODUZIR ou PROGOIÁS - Crédito Out. para o industrial do setor alcooleiro, na oper. com álcool etílico anidro combustível. Reg. 1210 - Art. 11, XXVI e XXVI-A, Anexo IX do RCTE.";2024-12-01;
GO140004;"Ded. ICMS ST, cheque moradia. Reg. 1210. RCTE - Art. 11 XXVII e § 5º II, e - Anexo IX";2009-01-01;
GO140005;"Ded. ICMS ST, instalar Ind. Biodiesel. Reg. 1210. RCTE - Art. 11, XLIX - Anexo IX";2009-01-01;2013-12-31
GO140006;"Ded. ICMS ST, cr. out. ao industrial de veículo automotor com PRODUZIR, a ser apropriado desde o inicio das atividades da industria em Goiás, no valor investido em infra-estrutura. Reg. 1200. RCTE - Art. 11, XXXVIII, “c” - Anexo IX";2009-01-01;2016-12-31
GO140007;"Ded. ICMS ST, cr. especial/pré-operacional p/ investimento-autorir. TARE TARE";2009-01-01;2024-03-31
GO140007;"Ded. ICMS ST, cr. especial/pré-operacional p/ investimento-autorizado por TARE – RCTE Art. 19 a 29 – Anexo IX.";2024-04-01;
GO140008;"Cr. out. p/ o industrial de veículo automotor benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a  R$20.000.000,00, em 20 parcelas mensais, iguais e sucessivas. -RCTE - Art. 11, LVII, ""c"" e § 22-A, Anexo IX";2011-11-01;2012-07-31
GO140009;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00, em 60 parcelas mensais, iguais e sucessivas. -RCTE - Art. 11, LVIII, ""c"" e § 22-A, Anexo IX";2011-11-01;2022-01-01
GO140010;"Cr. out. p/ para a empresa benefic. do PRODUZIR,  que implantar, em GO, empreend. industrial p/ a produção de componente p/ aeronave/mont. de avião, vl. de R$ 90.000.000,00 a ser util. na implant. do empreend. -RCTE - Art. 11, LIX, ""c"" e § 22-A, Anexo IX";2011-12-01;2022-11-30
GO140011;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$20.000.000,00, em 20 parcelas mensais, iguais e sucessivas. -RCTE - Art. 11, LVII, ""c"" e § 22-A, Anexo IX";2012-05-01;2019-11-30
GO140011;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$90.000.000,00, em 60 parcelas mensais, iguais e sucessivas. -RCTE - Art. 11, LVII, ""c"" e § 22-A, Anexo IX";2019-12-01;2022-01-01
GO140012;"Dedução referente ao pagamento, por antecipação e em parcelas, do ICMS devido por Substituição Tributária pelas operações posteriores. IN 586/03-GSF e posteriores";2009-01-01;
GO140013;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. -RCTE - Art. 11, LX, ""c"" e § 22-A, Anexo IX";2013-12-01;2022-01-01
GO140014;"Crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX";2014-04-01;2021-12-31
GO140014;"Crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO140015;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de cerveja e chope, utilizado como dedução ICMS substituição tributária. RCTE – Art. 12, X do Anexo IX.";2016-03-01;
GO140016;"Crédito outorgado para o industrial fabricante de conservas, atomatados e alimentos, beneficiário do PRODUZIR/FOMENTAR. Origem Registro 1210. RCTE - Art. 11, LXXIV, Anexo IX";2017-07-01;2021-12-31
GO140016;"Crédito outorgado para o industrial fabricante de conservas, atomatados e alimentos, beneficiário do PRODUZIR/FOMENTAR. Origem Registro 1210. RCTE - Art. 11, LXXIV, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO140017;"Ded. ICMS-ST. Crédito lançado pelo produtor detentor de TARE, correspondente ao imposto retido pelo subst. tributário nas oper. com B100 – RCTE, Anexo XII, Art. 262, I, “b”.";2022-01-01;
GO140018;"Ded. ICMS-ST, FOMENTAR/PRODUZIR ou PROGOIÁS - Crédito Out. para o industrial do setor alcooleiro, com TARE no % estabelecido na legislação sobre o saldo devedor do ICMS - Art. 11, XXVI-A, Anexo IX do RCTE.";2024-04-01;2024-04-01
GO140019;"Dedução do ICMS-ST, Antecipação da Substituição tributária de EHC adquirido por contribuinte substituto tributário na operação interna subsequente. Art. 12-B e 65, IV ambos do Anexo VIII do RCTE.";2020-01-01;
GO149999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS-ST";2009-01-01;
GO150000;"Valor correspondente ao adicional na alíquota do ICMS 2%, pago por meio de DARE. Cód. de apuração “046”, quando referente operação ou a prestação sujeitas ao regime de substituição tributária. PROTEGE.. CTE - Art. 27, §5º e Art. 5º, II - IN 784/06";2009-01-01;2011-06-30
GO150001;"Valor correspondente ao adicional na alíquota do ICMS 2%, pago por meio de DARE. Cód. de detalhe da receita ""046"", quando referente operação ou a prestação sujeitas ao regime de subst. tributária. PROTEGE -CTE - Art. 27, § 5º e Art. 5º, II -  IN  784/06";2014-12-01;
GO150001;"Valor correspondente ao adicional na alíquota do ICMS 2%, pago por meio de DARE. Cód. de apuração “046”, quando referente operação ou a prestação sujeitas ao regime de substituição tributária. PROTEGE -CTE - Art. 27, § 5º e Art. 5º, II -  IN  784/06";2011-07-01;2014-11-30
GO150002;"Pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência.  - IN 155/94; 709/05; 754/05; 768/06 (GSF) e demais similares";2009-01-01;2017-03-31
GO150002;"Pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. IN 155/94, 841/07, 928/08 (GSF) e posteriores";2017-04-01;
GO150003;"Débito especial referente ao pagamento, por antecipação e em parcelas, do ICMS devido por Substituição Tributária pelas operações posteriores. IN 586/03-GSF e posteriores";2009-01-01;
GO150004;"ICMS ST debitado referente ao estoque de mercadoria submetida ao regime de substituição. - RCTE - Art. 80, III do Anexo VIII.";2015-01-01;
GO150005;"ICMS debitado pelo contrib. substituído que mantiver estoque de mercadoria sujeito à ST e destinada à comercialização, e para a qual ocorra aumento da carga tributária na operação interna. -RCTE - Art. 80, § Único - Anexo VIII.";2016-01-01;
GO159999;"Débitos Especiais ref. a subst. tribut.- valores extra-apuração. Código genérico p/ situações não previstas na tabela.";2009-01-01;
GO200000;"Débito do valor do DIFAL, ref. à prestação de transporte, que foi transferido da UF do tomador da prestação para Goiás (Destino final). Convênio ICMS 93/2015, cláus. 2ª, inciso II";2016-01-01;2018-12-31
GO200000;"Débito do valor do DIFAL, ref. à prestação de transporte, que foi transferido da UF do tomador da prestação para Goiás (Destino final). Convênio ICMS 93/2015, cláus. 2ª, inciso II";2019-01-01;
GO200001;"Parcela do valor do DIFAL (EC 87/15) devida à Goiás, referente à prestação de serviço de transporte em que o tomador do serviço e o prestador estão localizados no mesmo Estado. Convênio ICMS 93/2015, cláus. 2ª, inciso II e §§ 1º a 5º.";2016-01-01;2018-12-31
GO200001;"Parcela do valor do DIFAL (EC 87/15) devida à Goiás, referente à prestação de serviço de transporte em que o tomador do serviço e o prestador estão localizados no mesmo Estado. Convênio ICMS 93/2015, cláus. 2ª, inciso II e §§ 1º a 5º.";2019-01-01;
GO210000;"Estorno de crédito da Apuração do DIFAL (EC 87/15), Origem Goiás (Registro E300=GO), transferido para a Apuração do ICMS Operações Próprias (Registro E110), por meio do ajuste outros créditos GO020143. EC 87/15 e art. 12, Anexo XV do RCTE.";2016-01-01;2018-12-31
GO230000;"Estorno de débitos da Apuração do DIFAL (EC 87/15), Origem Goiás (Registro E300=GO), transferido para a Apuração do ICMS Operações Próprias (Registro E110), por meio do ajuste outros débitos GO000027. EC 87/15 e art. 12, Anexo XV do RCTE.";2016-01-01;2018-12-31
GO230001;"Estorno do valor do DIFAL, ref. à prestação de transporte, a ser transferido da Apuração de Goiás para a UF de destino final da prestação. Convênio ICMS 93/2015, cláus. 2ª, inciso II.";2016-01-01;2018-12-31
GO230001;"Estorno do valor do DIFAL, ref. à prestação de transporte, a ser transferido da Apuração de Goiás para a UF de destino final da prestação. Convênio ICMS 236/21, cláusula 2ª, § 2º.";2021-12-01;
GO230001;"Estorno do valor do DIFAL, ref. à prestação de transporte, a ser transferido da Apuração de Goiás para a UF de destino final da prestação. Convênio ICMS 93/2015, cláus. 2ª, inciso II.";2019-01-01;2021-11-30
GO230002;"Estorno do valor do DIFAL quando o destino final da mercadoria ou bem ocorrer em UF diversa de onde estiver estabelecido o adquirente. o valor do imposto deve ser transferido da apuração de Goiás para a apuração da UF de destino final. Art. 11, § 7º da LC 87/1996.";2022-12-01;
GO250000;"Parcela do valor do DIFAL (EC 87/15) devida à Goiás, refer. à prestação de serviço de transporte em que o tomador do serviço e o prestador estão localizados no mesmo Estado (apuração extemporânea). Convênio ICMS 93/2015, cláus. 2ª, inciso II e §§ 1º a 5º.";2017-01-01;2018-12-31
GO250000;"Parcela do valor do DIFAL (EC 87/15) devida à Goiás, referente à prestação de serviço de transporte em que o tomador do serviço e o prestador estão localizados no mesmo Estado. Convênio ICMS 93/2015, cláus. 2ª, inciso II e §§ 1º a 5º.";2016-01-01;2016-12-31
GO250000;"Parcela do valor do DIFAL (EC 87/15) devida à Goiás, refer. à prestação de serviço de transporte em que o tomador do serviço e o prestador estão localizados no mesmo Estado (apuração extemporânea). Convênio ICMS 93/2015, cláus. 2ª, inciso II e §§ 1º a 5º.";2019-01-01;
GO259999;"Débito especial de ICMS Difal/FCP para a UF Goiás.  Código genérico p/ situações não previstas na tabela.";2016-01-01;2016-12-31
GO259999;"Débito especial de ICMS Diferencial de Alíquota – DIFAL (EC 87/15) para Goiás. Código genérico p/ situações não previstas na tabela.";2017-01-01;2018-12-31
GO259999;"Débito especial de ICMS Diferencial de Alíquota – DIFAL (EC 87/15) para Goiás. Código genérico p/ situações não previstas na tabela.";2019-01-01;
